,inputs,targets
36,"Eq(101*f(x) - 647*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(647 - sqrt(418205))/2) + C2*exp(x*(sqrt(418205) + 647)/2))"
37,"Eq(99*f(x) - 858*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(143 - sqrt(20438))) + C2*exp(3*x*(sqrt(20438) + 143)))"
38,"Eq(164*f(x) - 123*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(123 - sqrt(14473))/2) + C2*exp(x*(sqrt(14473) + 123)/2))"
39,"Eq(112*f(x) - 58*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1 + C2*exp(54*x))*exp(2*x))"
40,"Eq(78*f(x) - 604*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(302 - sqrt(91126))) + C2*exp(x*(sqrt(91126) + 302)))"
41,"Eq(41*f(x) - 366*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(183 - 2*sqrt(8362))) + C2*exp(x*(2*sqrt(8362) + 183)))"
42,"Eq(36*f(x) - 935*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(935 - sqrt(874081))/2) + C2*exp(x*(sqrt(874081) + 935)/2))"
43,"Eq(110*f(x) - 485*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(485 - sqrt(234785))/2) + C2*exp(x*(sqrt(234785) + 485)/2))"
44,"Eq(93*f(x) - 139*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(139 - sqrt(18949))/2) + C2*exp(x*(sqrt(18949) + 139)/2))"
45,"Eq(230*f(x) - 757*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(757 - sqrt(572129))/2) + C2*exp(x*(sqrt(572129) + 757)/2))"
46,"Eq(34*f(x) - 905*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(905 - sqrt(818889))/2) + C2*exp(x*(sqrt(818889) + 905)/2))"
47,"Eq(313*f(x) - 893*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(893 - sqrt(796197))/2) + C2*exp(x*(sqrt(796197) + 893)/2))"
48,"Eq(89*f(x) - 255*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(255 - sqrt(64669))/2) + C2*exp(x*(sqrt(64669) + 255)/2))"
49,"Eq(66*f(x) - 605*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(605 - sqrt(365761))/2) + C2*exp(x*(sqrt(365761) + 605)/2))"
50,"Eq(110*f(x) - 113*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(113 - sqrt(12329))/2) + C2*exp(x*(sqrt(12329) + 113)/2))"
51,"Eq(234*f(x) - 784*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(392 - sqrt(153430))) + C2*exp(x*(sqrt(153430) + 392)))"
52,"Eq(140*f(x) - 378*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(189 - sqrt(35581))) + C2*exp(x*(sqrt(35581) + 189)))"
53,"Eq(228*f(x) - 5*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(sqrt(887)*x/2) + C2*cos(sqrt(887)*x/2))*exp(5*x/2))"
54,"Eq(377*f(x) - 172*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(86 - sqrt(7019))) + C2*exp(x*(sqrt(7019) + 86)))"
55,"Eq(82*f(x) - 368*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(184 - sqrt(33774))) + C2*exp(x*(sqrt(33774) + 184)))"
56,"Eq(122*f(x) - 470*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(235 - sqrt(55103))) + C2*exp(x*(sqrt(55103) + 235)))"
57,"Eq(144*f(x) - 471*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(157 - sqrt(24585))/2) + C2*exp(3*x*(sqrt(24585) + 157)/2))"
58,"Eq(222*f(x) - 425*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(425 - sqrt(179737))/2) + C2*exp(x*(sqrt(179737) + 425)/2))"
59,"Eq(244*f(x) - 616*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(154 - sqrt(23655))) + C2*exp(2*x*(sqrt(23655) + 154)))"
60,"Eq(285*f(x) - 418*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(209 - 2*sqrt(10849))) + C2*exp(x*(2*sqrt(10849) + 209)))"
61,"Eq(147*f(x) - 536*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(268 - sqrt(71677))) + C2*exp(x*(sqrt(71677) + 268)))"
62,"Eq(71*f(x) - 770*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(385 - sqrt(148154))) + C2*exp(x*(sqrt(148154) + 385)))"
63,"Eq(10*f(x) - 495*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(495 - sqrt(244985))/2) + C2*exp(x*(sqrt(244985) + 495)/2))"
64,"Eq(248*f(x) - 71*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(71 - sqrt(4049))/2) + C2*exp(x*(sqrt(4049) + 71)/2))"
65,"Eq(21*f(x) - 488*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(244 - sqrt(59515))) + C2*exp(x*(sqrt(59515) + 244)))"
66,"Eq(325*f(x) - 142*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(71 - 6*sqrt(131))) + C2*exp(x*(6*sqrt(131) + 71)))"
67,"Eq(163*f(x) - 497*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(497 - 3*sqrt(27373))/2) + C2*exp(x*(3*sqrt(27373) + 497)/2))"
68,"Eq(385*f(x) - 419*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(419 - sqrt(174021))/2) + C2*exp(x*(sqrt(174021) + 419)/2))"
69,"Eq(244*f(x) - 726*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(363 - 5*sqrt(5261))) + C2*exp(x*(5*sqrt(5261) + 363)))"
70,"Eq(393*f(x) - 904*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(452 - sqrt(203911))) + C2*exp(x*(sqrt(203911) + 452)))"
71,"Eq(121*f(x) - 695*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(695 - sqrt(482541))/2) + C2*exp(x*(sqrt(482541) + 695)/2))"
72,"Eq(337*f(x) - 954*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(477 - 2*sqrt(56798))) + C2*exp(x*(2*sqrt(56798) + 477)))"
73,"Eq(125*f(x) - 659*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(659 - sqrt(433781))/2) + C2*exp(x*(sqrt(433781) + 659)/2))"
74,"Eq(117*f(x) - 278*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(139 - 2*sqrt(4801))) + C2*exp(x*(2*sqrt(4801) + 139)))"
75,"Eq(176*f(x) - 693*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(693 - sqrt(479545))/2) + C2*exp(x*(sqrt(479545) + 693)/2))"
76,"Eq(214*f(x) - 764*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(382 - 3*sqrt(16190))) + C2*exp(x*(3*sqrt(16190) + 382)))"
77,"Eq(30*f(x) - 992*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(496 - sqrt(245986))) + C2*exp(x*(sqrt(245986) + 496)))"
78,"Eq(189*f(x) - 272*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(136 - sqrt(18307))) + C2*exp(x*(sqrt(18307) + 136)))"
79,"Eq(314*f(x) - 528*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(264 - sqrt(69382))) + C2*exp(x*(sqrt(69382) + 264)))"
80,"Eq(167*f(x) - 815*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(815 - sqrt(663557))/2) + C2*exp(x*(sqrt(663557) + 815)/2))"
81,"Eq(395*f(x) - 909*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(909 - sqrt(824701))/2) + C2*exp(x*(sqrt(824701) + 909)/2))"
82,"Eq(117*f(x) - 578*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(289 - 2*sqrt(20851))) + C2*exp(x*(2*sqrt(20851) + 289)))"
83,"Eq(313*f(x) - 42*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(21 - 8*sqrt(2))) + C2*exp(x*(8*sqrt(2) + 21)))"
84,"Eq(139*f(x) - 343*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(343 - sqrt(117093))/2) + C2*exp(x*(sqrt(117093) + 343)/2))"
85,"Eq(102*f(x) - 916*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(458 - sqrt(209662))) + C2*exp(x*(sqrt(209662) + 458)))"
86,"Eq(75*f(x) - 465*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(5*x*(93 - sqrt(8637))/2) + C2*exp(5*x*(sqrt(8637) + 93)/2))"
87,"Eq(114*f(x) - 33*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(33 - sqrt(633))/2) + C2*exp(x*(sqrt(633) + 33)/2))"
88,"Eq(233*f(x) - 295*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(295 - 7*sqrt(1757))/2) + C2*exp(x*(7*sqrt(1757) + 295)/2))"
89,"Eq(285*f(x) - 908*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(454 - sqrt(205831))) + C2*exp(x*(sqrt(205831) + 454)))"
90,"Eq(49*f(x) - 374*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(187 - 6*sqrt(970))) + C2*exp(x*(6*sqrt(970) + 187)))"
91,"Eq(138*f(x) - 957*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(957 - sqrt(915297))/2) + C2*exp(x*(sqrt(915297) + 957)/2))"
92,"Eq(235*f(x) - 845*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(845 - sqrt(713085))/2) + C2*exp(x*(sqrt(713085) + 845)/2))"
93,"Eq(70*f(x) - 366*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(183 - sqrt(33419))) + C2*exp(x*(sqrt(33419) + 183)))"
94,"Eq(94*f(x) - 409*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(409 - 3*sqrt(18545))/2) + C2*exp(x*(3*sqrt(18545) + 409)/2))"
95,"Eq(49*f(x) - 589*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(589 - 15*sqrt(1541))/2) + C2*exp(x*(15*sqrt(1541) + 589)/2))"
96,"Eq(233*f(x) - 268*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(134 - sqrt(17723))) + C2*exp(x*(sqrt(17723) + 134)))"
97,"Eq(253*f(x) - 783*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(783 - sqrt(612077))/2) + C2*exp(x*(sqrt(612077) + 783)/2))"
98,"Eq(186*f(x) - 369*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(369 - sqrt(135417))/2) + C2*exp(x*(sqrt(135417) + 369)/2))"
99,"Eq(204*f(x) - 834*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(417 - sqrt(173685))) + C2*exp(x*(sqrt(173685) + 417)))"
100,"Eq(380*f(x) - 157*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(157 - sqrt(23129))/2) + C2*exp(x*(sqrt(23129) + 157)/2))"
101,"Eq(83*f(x) - 675*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(675 - sqrt(455293))/2) + C2*exp(x*(sqrt(455293) + 675)/2))"
102,"Eq(223*f(x) - 134*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(67 - 3*sqrt(474))) + C2*exp(x*(3*sqrt(474) + 67)))"
103,"Eq(245*f(x) - 925*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(925 - sqrt(854645))/2) + C2*exp(x*(sqrt(854645) + 925)/2))"
104,"Eq(37*f(x) - 574*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(287 - 6*sqrt(2287))) + C2*exp(x*(6*sqrt(2287) + 287)))"
105,"Eq(169*f(x) - 802*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(401 - 6*sqrt(4462))) + C2*exp(x*(6*sqrt(4462) + 401)))"
106,"Eq(91*f(x) - 441*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(441 - sqrt(194117))/2) + C2*exp(x*(sqrt(194117) + 441)/2))"
107,"Eq(370*f(x) - 522*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(261 - sqrt(67751))) + C2*exp(x*(sqrt(67751) + 261)))"
108,"Eq(189*f(x) - 798*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(3*x*(133 - 2*sqrt(4417))) + C2*exp(3*x*(2*sqrt(4417) + 133)))"
109,"Eq(373*f(x) - 983*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(983 - sqrt(964797))/2) + C2*exp(x*(sqrt(964797) + 983)/2))"
110,"Eq(210*f(x) - 612*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(306 - sqrt(93426))) + C2*exp(x*(sqrt(93426) + 306)))"
111,"Eq(294*f(x) - 472*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(236 - sqrt(55402))) + C2*exp(x*(sqrt(55402) + 236)))"
112,"Eq(331*f(x) - 986*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(493 - sqrt(242718))) + C2*exp(x*(sqrt(242718) + 493)))"
113,"Eq(395*f(x) - 314*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(157 - sqrt(24254))) + C2*exp(x*(sqrt(24254) + 157)))"
114,"Eq(112*f(x) - 560*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(4*x*(70 - sqrt(4893))) + C2*exp(4*x*(sqrt(4893) + 70)))"
115,"Eq(393*f(x) - 170*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(85 - 4*sqrt(427))) + C2*exp(x*(4*sqrt(427) + 85)))"
116,"Eq(35*f(x) - 16*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(8 - sqrt(29))) + C2*exp(x*(sqrt(29) + 8)))"
117,"Eq(295*f(x) - 873*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(873 - sqrt(760949))/2) + C2*exp(x*(sqrt(760949) + 873)/2))"
118,"Eq(349*f(x) - 340*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(170 - sqrt(28551))) + C2*exp(x*(sqrt(28551) + 170)))"
119,"Eq(296*f(x) - 385*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(385 - sqrt(147041))/2) + C2*exp(x*(sqrt(147041) + 385)/2))"
120,"Eq(270*f(x) - 859*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(859 - 19*sqrt(2041))/2) + C2*exp(x*(19*sqrt(2041) + 859)/2))"
121,"Eq(400*f(x) - 694*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(347 - sqrt(120009))) + C2*exp(x*(sqrt(120009) + 347)))"
122,"Eq(343*f(x) - 982*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(491 - sqrt(240738))) + C2*exp(x*(sqrt(240738) + 491)))"
123,"Eq(55*f(x) - 636*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(318 - sqrt(101069))) + C2*exp(x*(sqrt(101069) + 318)))"
124,"Eq(21*f(x) - 78*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(39 - 10*sqrt(15))) + C2*exp(x*(10*sqrt(15) + 39)))"
125,"Eq(17*f(x) - 773*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(773 - sqrt(597461))/2) + C2*exp(x*(sqrt(597461) + 773)/2))"
126,"Eq(303*f(x) - 232*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(116 - sqrt(13153))) + C2*exp(x*(sqrt(13153) + 116)))"
127,"Eq(280*f(x) - 577*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(577 - sqrt(331809))/2) + C2*exp(x*(sqrt(331809) + 577)/2))"
128,"Eq(144*f(x) - 12*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(6*sqrt(3)*x) + C2*cos(6*sqrt(3)*x))*exp(6*x))"
129,"Eq(321*f(x) - 56*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(28 - sqrt(463))) + C2*exp(x*(sqrt(463) + 28)))"
130,"Eq(211*f(x) - 315*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(315 - sqrt(98381))/2) + C2*exp(x*(sqrt(98381) + 315)/2))"
131,"Eq(79*f(x) - 902*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(451 - sqrt(203322))) + C2*exp(x*(sqrt(203322) + 451)))"
