,inputs,targets
67,"Eq(319*f(x) - 798*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(399 - sqrt(158882))) + C2*exp(x*(sqrt(158882) + 399)))"
68,"Eq(179*f(x) - 522*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(261 - sqrt(67942))) + C2*exp(x*(sqrt(67942) + 261)))"
69,"Eq(261*f(x) - 572*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(286 - sqrt(81535))) + C2*exp(x*(sqrt(81535) + 286)))"
70,"Eq(141*f(x) - 993*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(993 - sqrt(985485))/2) + C2*exp(x*(sqrt(985485) + 993)/2))"
71,"Eq(396*f(x) - 493*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(493 - sqrt(241465))/2) + C2*exp(x*(sqrt(241465) + 493)/2))"
72,"Eq(313*f(x) - 566*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(283 - 12*sqrt(554))) + C2*exp(x*(12*sqrt(554) + 283)))"
73,"Eq(98*f(x) - 137*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(137 - sqrt(18377))/2) + C2*exp(x*(sqrt(18377) + 137)/2))"
74,"Eq(71*f(x) - 989*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(989 - sqrt(977837))/2) + C2*exp(x*(sqrt(977837) + 989)/2))"
75,"Eq(89*f(x) - 802*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(401 - 2*sqrt(40178))) + C2*exp(x*(2*sqrt(40178) + 401)))"
76,"Eq(259*f(x) - 384*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(192 - sqrt(36605))) + C2*exp(x*(sqrt(36605) + 192)))"
77,"Eq(327*f(x) - 822*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(411 - sqrt(168594))) + C2*exp(x*(sqrt(168594) + 411)))"
78,"Eq(309*f(x) - 556*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(278 - 5*sqrt(3079))) + C2*exp(x*(5*sqrt(3079) + 278)))"
79,"Eq(106*f(x) - 482*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(241 - 5*sqrt(2319))) + C2*exp(x*(5*sqrt(2319) + 241)))"
80,"Eq(92*f(x) - 779*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(779 - 7*sqrt(12377))/2) + C2*exp(x*(7*sqrt(12377) + 779)/2))"
81,"Eq(292*f(x) - 982*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(491 - sqrt(240789))) + C2*exp(x*(sqrt(240789) + 491)))"
82,"Eq(39*f(x) - 852*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(426 - sqrt(181437))) + C2*exp(x*(sqrt(181437) + 426)))"
83,"Eq(339*f(x) - 100*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(50 - sqrt(2161))) + C2*exp(x*(sqrt(2161) + 50)))"
84,"Eq(302*f(x) - 483*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(483 - sqrt(232081))/2) + C2*exp(x*(sqrt(232081) + 483)/2))"
85,"Eq(105*f(x) - 565*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(565 - sqrt(318805))/2) + C2*exp(x*(sqrt(318805) + 565)/2))"
86,"Eq(281*f(x) - 822*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(411 - 8*sqrt(2635))) + C2*exp(x*(8*sqrt(2635) + 411)))"
87,"Eq(23*f(x) - 654*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(327 - sqrt(106906))) + C2*exp(x*(sqrt(106906) + 327)))"
88,"Eq(138*f(x) - 17*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), (C1*sin(sqrt(263)*x/2) + C2*cos(sqrt(263)*x/2))*exp(17*x/2))"
89,"Eq(221*f(x) - 154*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(77 - 2*sqrt(1427))) + C2*exp(x*(2*sqrt(1427) + 77)))"
90,"Eq(302*f(x) - 364*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(182 - sqrt(32822))) + C2*exp(x*(sqrt(32822) + 182)))"
91,"Eq(327*f(x) - 344*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(172 - sqrt(29257))) + C2*exp(x*(sqrt(29257) + 172)))"
92,"Eq(203*f(x) - 580*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(290 - sqrt(83897))) + C2*exp(x*(sqrt(83897) + 290)))"
93,"Eq(6*f(x) - 908*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(454 - sqrt(206110))) + C2*exp(x*(sqrt(206110) + 454)))"
94,"Eq(289*f(x) - 190*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(95 - 4*sqrt(546))) + C2*exp(x*(4*sqrt(546) + 95)))"
95,"Eq(154*f(x) - 796*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(398 - 5*sqrt(6330))) + C2*exp(x*(5*sqrt(6330) + 398)))"
96,"Eq(110*f(x) - 474*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(237 - sqrt(56059))) + C2*exp(x*(sqrt(56059) + 237)))"
97,"Eq(3*f(x) - 202*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(101 - sqrt(10198))) + C2*exp(x*(sqrt(10198) + 101)))"
98,"Eq(155*f(x) - 470*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(235 - sqrt(55070))) + C2*exp(x*(sqrt(55070) + 235)))"
99,"Eq(34*f(x) - 447*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(447 - sqrt(199673))/2) + C2*exp(x*(sqrt(199673) + 447)/2))"
100,"Eq(227*f(x) - 655*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(655 - sqrt(428117))/2) + C2*exp(x*(sqrt(428117) + 655)/2))"
101,"Eq(242*f(x) - 55*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(11*x*(5 - sqrt(17))/2) + C2*exp(11*x*(sqrt(17) + 5)/2))"
102,"Eq(202*f(x) - 169*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(169 - 29*sqrt(33))/2) + C2*exp(x*(29*sqrt(33) + 169)/2))"
103,"Eq(239*f(x) - 579*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(579 - sqrt(334285))/2) + C2*exp(x*(sqrt(334285) + 579)/2))"
104,"Eq(29*f(x) - 954*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(477 - 50*sqrt(91))) + C2*exp(x*(50*sqrt(91) + 477)))"
105,"Eq(210*f(x) - 613*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(613 - sqrt(374929))/2) + C2*exp(x*(sqrt(374929) + 613)/2))"
106,"Eq(85*f(x) - 901*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(901 - sqrt(811461))/2) + C2*exp(x*(sqrt(811461) + 901)/2))"
107,"Eq(391*f(x) - 649*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(649 - sqrt(419637))/2) + C2*exp(x*(sqrt(419637) + 649)/2))"
108,"Eq(339*f(x) - 492*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(246 - sqrt(60177))) + C2*exp(x*(sqrt(60177) + 246)))"
109,"Eq(250*f(x) - 959*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(959 - sqrt(918681))/2) + C2*exp(x*(sqrt(918681) + 959)/2))"
110,"Eq(53*f(x) - 199*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(199 - sqrt(39389))/2) + C2*exp(x*(sqrt(39389) + 199)/2))"
111,"Eq(395*f(x) - 924*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(462 - sqrt(213049))) + C2*exp(x*(sqrt(213049) + 462)))"
112,"Eq(334*f(x) - 218*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(109 - 3*sqrt(1283))) + C2*exp(x*(3*sqrt(1283) + 109)))"
113,"Eq(339*f(x) - 548*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(274 - sqrt(74737))) + C2*exp(x*(sqrt(74737) + 274)))"
114,"Eq(305*f(x) - 173*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(173 - sqrt(28709))/2) + C2*exp(x*(sqrt(28709) + 173)/2))"
115,"Eq(247*f(x) - 808*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(404 - sqrt(162969))) + C2*exp(x*(sqrt(162969) + 404)))"
116,"Eq(130*f(x) - 229*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(229 - 9*sqrt(641))/2) + C2*exp(x*(9*sqrt(641) + 229)/2))"
117,"Eq(196*f(x) - 298*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(149 - 3*sqrt(2445))) + C2*exp(x*(3*sqrt(2445) + 149)))"
118,"Eq(23*f(x) - 444*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(222 - sqrt(49261))) + C2*exp(x*(sqrt(49261) + 222)))"
119,"Eq(83*f(x) - 907*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(907 - sqrt(822317))/2) + C2*exp(x*(sqrt(822317) + 907)/2))"
120,"Eq(307*f(x) - 988*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(494 - 9*sqrt(3009))) + C2*exp(x*(9*sqrt(3009) + 494)))"
121,"Eq(390*f(x) - 246*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(123 - 17*sqrt(51))) + C2*exp(x*(17*sqrt(51) + 123)))"
122,"Eq(191*f(x) - 223*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(223 - sqrt(48965))/2) + C2*exp(x*(sqrt(48965) + 223)/2))"
123,"Eq(202*f(x) - 438*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(219 - sqrt(47759))) + C2*exp(x*(sqrt(47759) + 219)))"
124,"Eq(189*f(x) - 962*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(481 - 2*sqrt(57793))) + C2*exp(x*(2*sqrt(57793) + 481)))"
125,"Eq(256*f(x) - 385*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(385 - sqrt(147201))/2) + C2*exp(x*(sqrt(147201) + 385)/2))"
126,"Eq(242*f(x) - 954*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(477 - sqrt(227287))) + C2*exp(x*(sqrt(227287) + 477)))"
127,"Eq(226*f(x) - 729*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(729 - sqrt(530537))/2) + C2*exp(x*(sqrt(530537) + 729)/2))"
128,"Eq(328*f(x) - 756*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(2*x*(189 - sqrt(35639))) + C2*exp(2*x*(sqrt(35639) + 189)))"
129,"Eq(14*f(x) - 95*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(95 - sqrt(8969))/2) + C2*exp(x*(sqrt(8969) + 95)/2))"
130,"Eq(47*f(x) - 73*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(73 - sqrt(5141))/2) + C2*exp(x*(sqrt(5141) + 73)/2))"
131,"Eq(308*f(x) - 53*Derivative(f(x), x) + Derivative(f(x), (x, 2)), 0)","Eq(f(x), C1*exp(x*(53 - sqrt(1577))/2) + C2*exp(x*(sqrt(1577) + 53)/2))"
